img;x1;y1;x2;y2
00012.ppm;110;130;147;172
00012.ppm;301;3;458;176
00012.ppm;78;315;105;340
00012.ppm;694;365;750;422
00012.ppm;694;365;750;426
00012.ppm;530;180;586;242
00012.ppm;155;315;191;349
00012.ppm;512;176;537;202
00012.ppm;294;3;458;176
00012.ppm;307;3;389;80
00012.ppm;1243;186;1294;240
00012.ppm;907;327;998;409
00012.ppm;86;39;214;164
00012.ppm;143;315;191;364
00012.ppm;119;127;150;160
00012.ppm;108;86;132;111
00012.ppm;160;61;197;103
00012.ppm;1222;265;1285;331
00012.ppm;270;2;458;176
00012.ppm;78;300;127;349
00012.ppm;595;163;709;288
00012.ppm;933;589;982;634
00012.ppm;421;432;463;475
00012.ppm;421;430;463;475
00012.ppm;267;2;458;176
00012.ppm;267;2;460;176
00012.ppm;1243;181;1298;240
00012.ppm;1063;260;1318;485
00012.ppm;1050;278;1109;345
00012.ppm;1038;263;1148;375
00012.ppm;143;310;191;364
00012.ppm;1243;181;1303;240
00012.ppm;869;371;893;396
00012.ppm;710;478;749;521
00012.ppm;234;2;300;69
00012.ppm;267;2;460;177
00012.ppm;459;221;530;301
00012.ppm;405;221;530;349
00012.ppm;161;324;257;408
00012.ppm;1135;338;1166;369
00012.ppm;168;299;205;336
00012.ppm;1310;274;1337;300
00012.ppm;1310;274;1338;300
00012.ppm;478;2;508;30
00012.ppm;499;314;524;339
00012.ppm;447;134;491;184
00012.ppm;161;299;257;408
00012.ppm;1254;184;1280;210
00012.ppm;104;130;147;172
00012.ppm;26;580;55;609
00012.ppm;137;436;183;481
00012.ppm;143;309;191;364
00012.ppm;447;134;494;184
00012.ppm;1013;263;1148;417
00012.ppm;219;341;247;373
00012.ppm;219;341;252;378
00012.ppm;161;299;270;408
00012.ppm;161;289;289;408
00012.ppm;421;430;463;476
00012.ppm;1276;325;1305;352
00012.ppm;1276;304;1320;352
00012.ppm;405;219;530;349
00012.ppm;1310;274;1338;304
00012.ppm;718;233;764;283
00012.ppm;218;341;252;378
00012.ppm;136;309;191;365
00012.ppm;137;433;183;481
00012.ppm;137;433;185;481
00012.ppm;137;432;185;481
00013.ppm;1223;2;1357;155
00013.ppm;289;3;344;53
00013.ppm;300;3;422;123
00013.ppm;411;3;483;76
00013.ppm;1335;3;1356;23
00013.ppm;367;32;384;47
00013.ppm;279;44;314;81
00013.ppm;176;65;219;107
00013.ppm;324;65;352;96
00013.ppm;299;84;382;177
00013.ppm;209;129;232;154
00013.ppm;267;133;291;158
00013.ppm;414;134;442;166
00013.ppm;230;208;251;227
00013.ppm;321;218;344;240
00013.ppm;342;225;376;257
00013.ppm;492;234;513;258
00013.ppm;332;237;355;263
00013.ppm;411;256;448;296
00013.ppm;155;262;172;279
00013.ppm;62;270;77;286
00013.ppm;328;276;348;298
00013.ppm;1050;286;1114;350
00013.ppm;450;288;478;319
00013.ppm;1055;292;1108;344
00013.ppm;1058;294;1106;342
00013.ppm;500;300;520;323
00013.ppm;486;303;505;321
00013.ppm;36;310;56;332
00013.ppm;1076;314;1129;365
00013.ppm;933;317;956;340
00013.ppm;147;328;174;352
00013.ppm;177;332;193;349
00013.ppm;542;333;621;412
00013.ppm;280;335;310;369
00013.ppm;178;342;205;369
00013.ppm;522;348;547;376
00013.ppm;1200;359;1258;423
00013.ppm;927;362;986;414
00013.ppm;80;374;96;392
00013.ppm;469;382;492;406
00013.ppm;835;384;885;428
00013.ppm;790;401;817;431
00013.ppm;1053;403;1080;428
00013.ppm;215;412;241;439
00013.ppm;126;413;145;431
00013.ppm;855;413;958;504
00013.ppm;1094;417;1158;482
00013.ppm;1258;418;1327;493
00013.ppm;159;425;175;440
00013.ppm;804;428;875;508
00013.ppm;754;436;775;456
00013.ppm;214;439;232;455
00013.ppm;877;446;900;466
00013.ppm;576;448;597;471
00013.ppm;846;451;910;511
00013.ppm;691;455;706;471
00013.ppm;446;456;480;491
00013.ppm;190;457;209;476
00013.ppm;31;464;58;489
00013.ppm;106;465;127;487
00013.ppm;1034;466;1051;481
00013.ppm;959;472;988;502
00013.ppm;101;481;134;512
00013.ppm;608;482;632;507
00013.ppm;339;484;354;499
00013.ppm;929;484;956;512
00013.ppm;30;485;54;509
00013.ppm;694;493;753;556
00013.ppm;690;494;707;513
00013.ppm;186;496;204;513
00013.ppm;1151;514;1179;545
00013.ppm;357;520;378;539
00013.ppm;615;521;655;562
00013.ppm;1316;526;1356;565
00013.ppm;927;535;947;556
00013.ppm;22;536;74;595
00013.ppm;212;538;240;567
00013.ppm;410;544;427;562
00013.ppm;103;550;135;580
00013.ppm;348;551;363;568
00013.ppm;172;552;205;581
00013.ppm;168;579;184;594
00013.ppm;976;606;996;624
00013.ppm;996;618;1023;642
00013.ppm;1224;645;1258;676
00013.ppm;1197;688;1215;708
00013.ppm;1201;738;1217;753
00013.ppm;425;749;450;775
00013.ppm;1287;757;1306;774
00013.ppm;182;22;240;79
00013.ppm;450;288;524;356
00013.ppm;324;21;368;64
00013.ppm;260;127;291;158
00013.ppm;353;99;425;175
00013.ppm;1143;662;1166;686
00013.ppm;568;516;606;556
00013.ppm;348;183;448;296
00013.ppm;321;183;448;296
00013.ppm;31;464;64;493
00013.ppm;429;271;454;299
00013.ppm;155;245;190;285
00013.ppm;226;325;254;355
00013.ppm;226;324;254;355
00013.ppm;432;3;622;213
00013.ppm;101;481;141;523
00013.ppm;280;335;311;369
00013.ppm;1247;415;1327;493
00013.ppm;832;484;855;504
00013.ppm;1222;2;1357;155
00013.ppm;920;484;956;522
00013.ppm;1207;2;1357;155
00013.ppm;929;454;1022;542
00013.ppm;368;3;483;121
00013.ppm;275;44;314;88
00013.ppm;168;552;205;594
00013.ppm;353;98;425;175
00013.ppm;1268;703;1287;722
00013.ppm;434;155;494;208
00013.ppm;434;154;494;208
00013.ppm;900;352;924;373
00013.ppm;214;439;238;464
00013.ppm;300;268;320;290
00013.ppm;298;268;320;290
00013.ppm;1151;507;1188;545
00013.ppm;157;286;185;317
00013.ppm;1247;415;1331;493
00013.ppm;754;436;776;461
00013.ppm;1046;286;1114;354
00013.ppm;482;282;520;323
00013.ppm;260;126;291;158
00013.ppm;249;431;264;447
00013.ppm;679;333;704;358
00013.ppm;1051;489;1070;509
00013.ppm;260;126;293;158
00013.ppm;1046;286;1117;354
00013.ppm;1094;417;1158;485
00013.ppm;328;276;348;299
00013.ppm;329;415;347;431
00013.ppm;1179;484;1203;506
00013.ppm;215;412;242;439
00013.ppm;15;536;74;602
00013.ppm;15;536;88;604
00014.ppm;434;2;550;110
00014.ppm;376;10;399;30
00014.ppm;189;15;212;39
00014.ppm;86;35;102;53
00014.ppm;208;37;261;84
00014.ppm;554;38;626;110
00014.ppm;559;41;574;58
00014.ppm;163;49;210;92
00014.ppm;418;59;437;78
00014.ppm;27;77;42;94
00014.ppm;264;87;295;121
00014.ppm;31;89;72;129
00014.ppm;684;89;704;109
00014.ppm;138;90;158;110
00014.ppm;448;95;468;113
00014.ppm;315;96;336;120
00014.ppm;507;98;558;146
00014.ppm;296;102;319;127
00014.ppm;170;110;204;144
00014.ppm;534;113;582;158
00014.ppm;465;114;483;132
00014.ppm;475;115;516;153
00014.ppm;38;126;55;145
00014.ppm;217;137;235;153
00014.ppm;725;148;751;173
00014.ppm;28;153;79;207
00014.ppm;586;158;601;175
00014.ppm;648;160;688;201
00014.ppm;308;163;345;199
00014.ppm;640;169;658;188
00014.ppm;345;182;367;205
00014.ppm;545;183;569;210
00014.ppm;163;184;198;218
00014.ppm;112;185;149;222
00014.ppm;645;186;670;214
00014.ppm;100;194;125;221
00014.ppm;393;195;410;213
00014.ppm;704;195;756;241
00014.ppm;409;199;427;218
00014.ppm;249;204;285;244
00014.ppm;601;204;625;231
00014.ppm;511;208;580;274
00014.ppm;562;208;593;236
00014.ppm;1074;212;1097;237
00014.ppm;44;214;66;238
00014.ppm;958;214;994;250
00014.ppm;909;215;958;262
00014.ppm;567;218;582;235
00014.ppm;987;223;1116;345
00014.ppm;244;228;284;263
00014.ppm;1131;228;1150;247
00014.ppm;1201;228;1252;278
00014.ppm;493;233;509;251
00014.ppm;3;240;20;259
00014.ppm;639;244;666;275
00014.ppm;312;245;327;260
00014.ppm;225;246;245;267
00014.ppm;1322;248;1356;279
00014.ppm;2;258;33;290
00014.ppm;349;261;416;335
00014.ppm;426;261;444;277
00014.ppm;69;262;87;282
00014.ppm;842;272;956;380
00014.ppm;17;273;64;318
00014.ppm;309;274;349;315
00014.ppm;172;283;198;306
00014.ppm;262;284;280;304
00014.ppm;619;288;639;309
00014.ppm;817;291;910;393
00014.ppm;312;292;383;365
00014.ppm;6;294;42;328
00014.ppm;220;295;248;322
00014.ppm;848;302;871;322
00014.ppm;571;306;590;327
00014.ppm;1149;306;1202;360
00014.ppm;1019;307;1054;346
00014.ppm;664;312;717;366
00014.ppm;648;314;666;332
00014.ppm;861;321;882;343
00014.ppm;967;325;1004;363
00014.ppm;1308;328;1356;373
00014.ppm;474;330;502;359
00014.ppm;185;334;256;412
00014.ppm;577;339;595;356
00014.ppm;445;343;477;373
00014.ppm;1;344;33;374
00014.ppm;546;345;570;372
00014.ppm;430;348;447;363
00014.ppm;250;354;267;373
00014.ppm;241;356;360;488
00014.ppm;905;356;928;378
00014.ppm;762;358;796;388
00014.ppm;1269;359;1293;383
00014.ppm;427;363;457;394
00014.ppm;801;369;821;387
00014.ppm;41;370;94;422
00014.ppm;593;373;610;391
00014.ppm;154;383;174;404
00014.ppm;371;384;411;425
00014.ppm;242;386;260;404
00014.ppm;168;388;263;482
00014.ppm;2;389;125;507
00014.ppm;807;391;843;423
00014.ppm;1266;398;1283;414
00014.ppm;2;406;44;446
00014.ppm;388;407;448;476
00014.ppm;1214;417;1237;437
00014.ppm;287;426;392;523
00014.ppm;465;438;538;506
00014.ppm;2;445;21;463
00014.ppm;289;449;327;488
00014.ppm;343;456;358;471
00014.ppm;424;456;466;500
00014.ppm;183;462;211;494
00014.ppm;1025;469;1059;501
00014.ppm;411;475;428;493
00014.ppm;422;482;440;501
00014.ppm;876;483;903;509
00014.ppm;316;503;338;525
00014.ppm;269;504;363;611
00014.ppm;875;516;896;535
00014.ppm;1003;533;1027;559
00014.ppm;1044;541;1088;591
00014.ppm;1164;541;1187;567
00014.ppm;1060;544;1139;629
00014.ppm;1157;547;1210;594
00014.ppm;671;551;912;799
00014.ppm;821;563;867;603
00014.ppm;1115;571;1135;590
00014.ppm;304;580;327;600
00014.ppm;2;590;28;615
00014.ppm;232;595;270;629
00014.ppm;128;599;161;628
00014.ppm;153;607;174;630
00014.ppm;977;609;1003;638
00014.ppm;261;612;276;627
00014.ppm;1;613;29;639
00014.ppm;776;631;803;656
00014.ppm;1334;640;1357;660
00014.ppm;1161;641;1182;663
00014.ppm;865;657;927;720
00014.ppm;796;660;827;691
00014.ppm;1021;685;1054;720
00014.ppm;2;688;19;706
00014.ppm;962;721;1005;768
00014.ppm;1051;722;1091;768
00014.ppm;916;723;933;741
00014.ppm;954;739;973;756
00014.ppm;927;741;951;767
00014.ppm;1148;743;1181;775
00014.ppm;1040;746;1062;771
00014.ppm;839;747;862;768
00014.ppm;1017;754;1039;774
00014.ppm;1296;760;1319;780
00014.ppm;987;223;1116;359
00014.ppm;1200;214;1286;289
00014.ppm;795;302;882;387
00014.ppm;909;215;958;271
00014.ppm;2;354;94;446
00014.ppm;343;456;374;485
00014.ppm;373;407;448;479
00014.ppm;232;504;363;629
00014.ppm;168;388;263;494
00014.ppm;1153;359;1208;407
00014.ppm;371;371;431;425
00014.ppm;874;267;908;302
00014.ppm;512;12;626;141
00014.ppm;50;428;88;463
00014.ppm;50;428;97;471
00014.ppm;967;223;1116;363
00014.ppm;1294;227;1356;281
00014.ppm;1;610;108;706
00014.ppm;149;223;229;311
00014.ppm;781;272;956;443
00014.ppm;341;261;502;425
00014.ppm;341;255;503;425
00014.ppm;2;258;64;318
00014.ppm;1214;417;1237;438
00014.ppm;253;102;364;199
00014.ppm;253;102;364;229
00014.ppm;617;161;635;178
00014.ppm;200;225;245;267
00014.ppm;319;255;503;425
00014.ppm;219;166;262;211
00014.ppm;424;389;548;506
00014.ppm;498;164;526;193
00014.ppm;319;255;504;425
00014.ppm;602;1;692;102
00014.ppm;149;201;252;311
00014.ppm;602;1;697;102
00014.ppm;232;498;369;629
00014.ppm;3;230;85;311
00014.ppm;90;26;165;94
00014.ppm;619;239;704;326
00014.ppm;408;59;437;85
00014.ppm;243;248;296;304
00014.ppm;98;223;137;266
00014.ppm;268;280;383;382
00014.ppm;83;194;125;241
00014.ppm;145;313;256;412
00014.ppm;187;102;389;304
00014.ppm;364;164;418;213
00014.ppm;584;1;697;102
00014.ppm;631;38;704;113
00014.ppm;738;358;796;416
00014.ppm;1047;230;1076;257
00014.ppm;200;217;245;267
00014.ppm;640;164;665;188
00014.ppm;3;159;53;216
00014.ppm;584;1;697;108
00014.ppm;724;152;771;199
00014.ppm;498;164;530;193
00014.ppm;994;660;1054;720
00014.ppm;90;26;165;110
00014.ppm;565;306;590;331
00014.ppm;1161;641;1186;668
00014.ppm;1015;553;1057;598
00014.ppm;500;326;517;344
00014.ppm;441;142;480;177
00014.ppm;54;474;102;519
00014.ppm;59;190;137;266
00014.ppm;687;261;714;286
00014.ppm;170;106;210;144
00014.ppm;254;30;291;69
00014.ppm;233;20;273;56
00014.ppm;209;164;285;244
00014.ppm;243;65;268;90
00014.ppm;604;315;620;332
00014.ppm;160;177;198;218
00014.ppm;1260;227;1357;333
00014.ppm;309;34;351;71
00014.ppm;958;214;994;251
00014.ppm;2;324;135;463
00014.ppm;104;301;126;323
00014.ppm;20;147;79;207
00014.ppm;137;313;182;363
00014.ppm;160;177;206;218
00014.ppm;1115;566;1142;590
00014.ppm;1003;533;1044;570
00014.ppm;438;393;467;424
00014.ppm;408;47;449;85
00014.ppm;236;488;259;513
00014.ppm;20;144;84;207
00014.ppm;870;494;926;549
00014.ppm;3;190;137;311
00014.ppm;3;159;137;311
00014.ppm;331;186;349;202
00014.ppm;1022;467;1059;501
00014.ppm;99;277;119;295
00014.ppm;3;151;162;311
00014.ppm;447;90;468;113
00014.ppm;238;30;291;90
00014.ppm;258;586;278;606
00014.ppm;209;162;302;244
00014.ppm;149;162;308;322
00014.ppm;20;142;84;207
00014.ppm;3;151;163;311
00014.ppm;2;151;163;311
00014.ppm;165;104;210;144
00014.ppm;471;264;504;294
00014.ppm;1327;216;1351;240
00014.ppm;796;660;839;700
00014.ppm;687;152;771;245
00014.ppm;410;475;428;493
00014.ppm;693;36;709;53
00014.ppm;445;221;463;239
00014.ppm;796;660;848;706
00014.ppm;796;660;857;720
00014.ppm;25;302;59;336
00014.ppm;796;660;859;724
00014.ppm;216;384;233;403
00014.ppm;228;399;243;414
00014.ppm;250;354;273;376
00015.ppm;399;1;433;34
00015.ppm;398;2;415;19
00015.ppm;516;5;544;30
00015.ppm;596;9;621;32
00015.ppm;1318;9;1355;49
00015.ppm;49;21;71;44
00015.ppm;475;32;495;54
00015.ppm;490;35;511;57
00015.ppm;581;39;603;59
00015.ppm;794;39;816;61
00015.ppm;485;41;520;79
00015.ppm;571;41;598;67
00015.ppm;448;42;492;87
00015.ppm;899;44;925;67
00015.ppm;690;52;716;80
00015.ppm;431;58;456;85
00015.ppm;572;60;590;77
00015.ppm;472;61;492;84
00015.ppm;1050;64;1070;85
00015.ppm;565;66;613;111
00015.ppm;885;70;903;87
00015.ppm;440;72;473;104
00015.ppm;482;75;520;117
00015.ppm;664;93;681;108
00015.ppm;453;95;480;124
00015.ppm;1016;95;1034;115
00015.ppm;783;96;802;116
00015.ppm;483;100;555;169
00015.ppm;919;102;939;121
00015.ppm;453;106;484;135
00015.ppm;595;106;670;175
00015.ppm;414;111;445;142
00015.ppm;64;114;80;132
00015.ppm;459;117;486;141
00015.ppm;953;137;973;158
00015.ppm;919;139;941;161
00015.ppm;488;145;505;164
00015.ppm;579;164;621;211
00015.ppm;983;169;1013;196
00015.ppm;1225;183;1278;231
00015.ppm;6;184;83;268
00015.ppm;603;187;682;256
00015.ppm;1224;192;1247;218
00015.ppm;54;201;78;225
00015.ppm;645;204;665;222
00015.ppm;764;209;780;225
00015.ppm;1130;232;1172;275
00015.ppm;1242;232;1266;256
00015.ppm;66;237;90;259
00015.ppm;1093;243;1109;261
00015.ppm;758;245;779;264
00015.ppm;1277;245;1316;283
00015.ppm;510;251;538;278
00015.ppm;905;257;925;275
00015.ppm;28;259;71;305
00015.ppm;598;259;638;294
00015.ppm;548;262;592;302
00015.ppm;536;280;556;299
00015.ppm;651;283;675;308
00015.ppm;11;289;58;339
00015.ppm;1271;298;1356;391
00015.ppm;905;313;923;329
00015.ppm;675;316;701;339
00015.ppm;1109;321;1187;408
00015.ppm;1216;321;1248;357
00015.ppm;613;340;634;360
00015.ppm;568;344;602;380
00015.ppm;631;357;668;395
00015.ppm;1254;373;1270;388
00015.ppm;691;378;721;409
00015.ppm;710;380;727;397
00015.ppm;1267;383;1303;418
00015.ppm;923;386;959;422
00015.ppm;593;394;617;417
00015.ppm;985;394;1005;412
00015.ppm;462;417;506;461
00015.ppm;419;418;458;459
00015.ppm;349;426;373;451
00015.ppm;240;432;265;456
00015.ppm;217;438;265;482
00015.ppm;142;446;182;488
00015.ppm;1274;448;1323;502
00015.ppm;526;471;561;502
00015.ppm;186;476;222;513
00015.ppm;380;479;397;498
00015.ppm;1279;505;1306;529
00015.ppm;347;530;381;560
00015.ppm;980;530;1036;582
00015.ppm;206;538;267;601
00015.ppm;253;547;309;596
00015.ppm;455;547;475;568
00015.ppm;444;552;463;572
00015.ppm;1030;570;1047;589
00015.ppm;936;574;962;603
00015.ppm;579;164;682;256
00015.ppm;1058;405;1094;437
00015.ppm;579;151;682;256
00015.ppm;1072;488;1157;574
00015.ppm;1072;478;1157;574
00015.ppm;823;139;871;190
00015.ppm;527;151;682;302
00015.ppm;516;5;591;88
00015.ppm;1166;135;1331;316
00015.ppm;531;279;580;333
00015.ppm;763;209;780;227
00015.ppm;414;148;434;170
00015.ppm;794;39;827;72
00015.ppm;1025;189;1053;218
00015.ppm;431;58;473;104
00015.ppm;414;99;464;147
00015.ppm;49;259;85;294
00015.ppm;1039;595;1073;632
00015.ppm;1072;465;1192;574
00015.ppm;531;272;588;333
00015.ppm;22;72;60;110
00015.ppm;674;357;761;448
00015.ppm;1271;505;1314;550
00015.ppm;1254;373;1303;418
00015.ppm;667;355;730;418
00015.ppm;1072;465;1192;579
00015.ppm;613;340;668;395
00015.ppm;1246;208;1301;260
00015.ppm;565;66;613;116
00015.ppm;510;251;588;333
00015.ppm;62;168;90;194
00015.ppm;2;289;58;339
00015.ppm;782;95;802;116
00015.ppm;484;41;520;79
00015.ppm;54;201;89;237
00015.ppm;1246;208;1316;283
00015.ppm;62;168;91;201
00015.ppm;2;259;85;339
00015.ppm;559;381;596;420
00015.ppm;1267;435;1356;517
00015.ppm;281;350;368;435
00015.ppm;491;469;570;545
00015.ppm;613;335;668;395
00015.ppm;578;193;612;223
00015.ppm;49;261;76;289
00015.ppm;530;156;593;220
00015.ppm;22;72;80;132
00015.ppm;593;376;633;417
00015.ppm;543;422;580;462
00015.ppm;1246;208;1356;310
00015.ppm;475;13;522;61
00015.ppm;281;349;369;435
00015.ppm;1242;208;1356;310
00015.ppm;1224;192;1356;310
00015.ppm;1224;182;1356;310
00015.ppm;593;357;674;429
00015.ppm;778;434;800;456
00015.ppm;571;504;612;541
00015.ppm;1;1;118;132
00015.ppm;915;275;956;316
00015.ppm;524;221;556;256
00015.ppm;1224;182;1357;310
00015.ppm;899;156;917;176
00015.ppm;981;169;1013;199
00015.ppm;483;469;584;575
00015.ppm;222;534;273;585
00015.ppm;483;468;586;575
00015.ppm;565;66;614;116
00015.ppm;565;60;614;116
00015.ppm;904;275;956;326
00015.ppm;349;398;406;451
00015.ppm;454;416;502;460
00015.ppm;274;388;408;531
00015.ppm;904;275;956;329
00015.ppm;984;63;1002;79
00015.ppm;240;418;282;461
00015.ppm;457;526;481;549
00015.ppm;2;259;85;340
00015.ppm;68;666;88;689
00016.ppm;338;2;356;21
00016.ppm;138;4;192;56
00016.ppm;147;4;168;24
00016.ppm;49;10;192;142
00016.ppm;1165;18;1183;34
00016.ppm;337;19;383;69
00016.ppm;1122;19;1151;51
00016.ppm;1290;29;1333;69
00016.ppm;235;37;260;60
00016.ppm;1088;43;1105;59
00016.ppm;216;45;254;86
00016.ppm;907;46;1025;157
00016.ppm;1103;47;1118;64
00016.ppm;126;48;185;102
00016.ppm;124;52;143;71
00016.ppm;366;54;443;141
00016.ppm;1229;60;1346;167
00016.ppm;1108;83;1129;104
00016.ppm;1296;83;1336;119
00016.ppm;361;98;403;137
00016.ppm;1093;100;1116;121
00016.ppm;181;102;218;142
00016.ppm;312;108;329;124
00016.ppm;1273;111;1292;132
00016.ppm;469;115;510;152
00016.ppm;1091;125;1109;143
00016.ppm;439;127;475;167
00016.ppm;193;130;236;173
00016.ppm;415;132;453;172
00016.ppm;1068;137;1104;172
00016.ppm;1159;139;1174;156
00016.ppm;402;144;425;170
00016.ppm;350;151;382;179
00016.ppm;1236;152;1258;174
00016.ppm;1150;163;1166;181
00016.ppm;1100;165;1118;181
00016.ppm;1254;167;1275;186
00016.ppm;297;169;328;197
00016.ppm;447;170;486;213
00016.ppm;393;183;428;220
00016.ppm;772;186;858;276
00016.ppm;295;191;318;212
00016.ppm;213;207;297;292
00016.ppm;454;207;483;233
00016.ppm;421;212;455;243
00016.ppm;451;213;480;241
00016.ppm;406;214;421;229
00016.ppm;1010;215;1028;231
00016.ppm;1127;216;1148;236
00016.ppm;320;217;351;244
00016.ppm;288;221;314;246
00016.ppm;704;221;721;236
00016.ppm;141;222;156;237
00016.ppm;380;222;410;256
00016.ppm;1063;229;1088;252
00016.ppm;143;231;167;252
00016.ppm;156;236;187;265
00016.ppm;941;236;957;253
00016.ppm;134;242;158;263
00016.ppm;288;242;305;259
00016.ppm;334;245;360;272
00016.ppm;1067;249;1122;300
00016.ppm;1079;282;1096;300
00016.ppm;392;285;415;310
00016.ppm;471;290;492;309
00016.ppm;1013;297;1044;326
00016.ppm;920;302;938;318
00016.ppm;734;304;753;323
00016.ppm;1097;305;1112;320
00016.ppm;862;312;900;346
00016.ppm;376;317;399;340
00016.ppm;816;318;865;366
00016.ppm;989;318;1011;340
00016.ppm;364;339;390;364
00016.ppm;409;339;427;357
00016.ppm;395;340;412;356
00016.ppm;753;342;815;407
00016.ppm;772;355;803;385
00016.ppm;317;358;340;384
00016.ppm;318;361;348;388
00016.ppm;1320;361;1336;377
00016.ppm;1158;367;1199;403
00016.ppm;844;376;864;395
00016.ppm;820;377;848;403
00016.ppm;395;378;458;435
00016.ppm;878;378;894;393
00016.ppm;934;386;981;430
00016.ppm;1132;386;1157;412
00016.ppm;831;393;878;437
00016.ppm;500;411;546;451
00016.ppm;825;411;842;427
00016.ppm;855;421;882;449
00016.ppm;906;424;956;476
00016.ppm;1065;425;1082;442
00016.ppm;907;426;954;474
00016.ppm;939;426;968;456
00016.ppm;469;427;487;446
00016.ppm;841;427;871;458
00016.ppm;991;428;1009;447
00016.ppm;875;451;897;471
00016.ppm;934;458;958;482
00016.ppm;482;464;525;505
00016.ppm;994;488;1059;546
00016.ppm;586;498;617;531
00016.ppm;611;498;632;517
00016.ppm;497;507;587;598
00016.ppm;1023;511;1049;536
00016.ppm;561;517;585;540
00016.ppm;831;521;855;548
00016.ppm;946;524;964;540
00016.ppm;429;530;476;580
00016.ppm;757;537;805;587
00016.ppm;1035;546;1056;570
00016.ppm;476;548;494;567
00016.ppm;408;553;433;580
00016.ppm;376;561;400;584
00016.ppm;986;564;1025;600
00016.ppm;273;568;299;594
00016.ppm;759;568;789;595
00016.ppm;1125;572;1190;646
00016.ppm;1251;582;1283;614
00016.ppm;1114;583;1145;615
00016.ppm;376;598;399;618
00016.ppm;1207;600;1356;737
00016.ppm;921;611;956;642
00016.ppm;962;674;1011;718
00016.ppm;1282;681;1322;716
00016.ppm;1025;766;1060;799
00016.ppm;972;779;995;799
00016.ppm;1068;125;1109;172
00016.ppm;844;376;883;410
00016.ppm;969;90;1104;236
00016.ppm;969;90;1109;236
00016.ppm;1013;272;1072;326
00016.ppm;1015;2;1096;75
00016.ppm;470;365;569;469
00016.ppm;334;236;452;371
00016.ppm;1236;152;1275;186
00016.ppm;1080;19;1151;83
00016.ppm;1195;145;1244;195
00016.ppm;760;270;900;416
00016.ppm;583;478;615;514
00016.ppm;329;236;452;371
00016.ppm;845;263;1003;401
00016.ppm;329;236;462;371
00016.ppm;1067;249;1125;300
00016.ppm;1119;181;1177;236
00016.ppm;410;193;465;243
00016.ppm;583;478;650;547
00016.ppm;1159;110;1244;207
00016.ppm;1093;83;1152;136
00016.ppm;1007;253;1076;326
00016.ppm;415;132;486;213
00016.ppm;1093;83;1158;140
00016.ppm;905;425;954;474
00016.ppm;905;425;954;476
00016.ppm;905;424;956;476
00016.ppm;1097;305;1119;327
00016.ppm;324;3;545;213
00016.ppm;1165;18;1185;39
00016.ppm;359;297;399;340
00016.ppm;394;481;487;562
00016.ppm;889;46;1025;165
00016.ppm;286;68;403;197
00016.ppm;280;56;403;197
00016.ppm;966;428;1009;468
00016.ppm;799;308;818;327
00016.ppm;799;308;821;333
00016.ppm;388;378;458;445
00016.ppm;395;345;448;395
00016.ppm;314;518;342;547
00016.ppm;1130;386;1157;412
00016.ppm;320;217;361;253
00016.ppm;196;3;289;86
00016.ppm;263;205;281;221
00016.ppm;503;428;617;546
00016.ppm;346;552;382;589
00016.ppm;867;437;897;471
00016.ppm;1010;328;1033;354
00016.ppm;745;555;789;595
00016.ppm;806;408;859;456
00016.ppm;834;549;877;588
00016.ppm;320;217;361;258
00016.ppm;81;32;164;105
00016.ppm;743;340;815;407
00016.ppm;745;537;805;595
00016.ppm;811;487;912;588
00016.ppm;317;217;361;258
00016.ppm;355;216;410;265
00016.ppm;474;425;506;461
00016.ppm;894;553;912;572
00016.ppm;999;487;1061;541
00016.ppm;986;564;1025;606
00016.ppm;1089;579;1149;647
00016.ppm;1086;579;1149;647
00016.ppm;1205;600;1356;737
00016.ppm;124;52;195;130
00016.ppm;429;513;489;580
00016.ppm;923;120;939;138
00016.ppm;1164;120;1185;144
00016.ppm;944;142;967;165
00016.ppm;55;3;198;132
00016.ppm;929;529;972;567
00016.ppm;904;389;920;405
00016.ppm;985;560;1025;606
00016.ppm;290;515;318;546
00016.ppm;52;2;198;132
00016.ppm;839;565;991;728
00016.ppm;827;565;991;728
00016.ppm;1095;562;1190;646
00016.ppm;1259;24;1279;42
00016.ppm;414;274;431;292
00016.ppm;1083;579;1149;647
00016.ppm;1150;163;1170;181
00016.ppm;946;507;984;543
00016.ppm;900;569;975;642
00016.ppm;303;2;322;23
00016.ppm;954;487;1061;606
00016.ppm;124;52;210;139
00016.ppm;52;2;200;132
00016.ppm;937;547;961;571
00016.ppm;124;52;210;147
00016.ppm;929;529;972;571
00016.ppm;1238;115;1256;135
00016.ppm;954;487;1071;606
00017.ppm;582;3;753;180
00017.ppm;577;4;676;94
00017.ppm;427;103;571;231
00017.ppm;320;392;347;422
00017.ppm;391;401;407;419
00017.ppm;477;460;562;544
00017.ppm;512;496;527;512
00017.ppm;748;572;771;593
00017.ppm;744;586;767;608
00017.ppm;769;588;794;616
00017.ppm;1302;637;1320;655
00017.ppm;827;653;843;671
00017.ppm;955;672;981;696
00017.ppm;860;722;946;799
00017.ppm;748;572;794;616
00017.ppm;744;572;794;616
00017.ppm;642;396;664;417
00017.ppm;486;485;527;528
00017.ppm;223;416;276;468
00017.ppm;320;392;359;429
00017.ppm;320;392;360;433
00018.ppm;830;2;855;25
00018.ppm;986;2;1046;59
